in_zone,out_zone
10.3364,9.2935
5.6023,5.0943
3.8012,8.2471
9.0561,5.0457
9.1298,7.1872
13.6727,8.3905
5.4212,5.1963
7.2164,7.7832
4.5752,6.9148
7.136,4.6436
9.2775,5.7513
9.035,13.3802
6.1605,5.7993
8.0297,10.5711
4.2689,8.1297
9.3812,5.0959
6.4715,8.0395
3.9011,5.4474
8.0602,6.3685
10.8566,6.2329
9.2611,4.7071
7.9147,5.0674
7.6015,9.7701
6.108,5.977
6.1684,4.5383
11.281,7.9428
8.9406,6.7657
3.7694,6.0966
4.5837,6.5795
8.2186,5.2038
9.7583,18.6061
10.9541,5.2281
7.0449,6.6652
6.9371,6.2728
10.2205,8.4288
6.9654,7.5637
6.1659,5.7681
9.6078,4.0238
10.0402,4.7308
7.0888,7.0501
8.5983,5.3498
7.6727,7.9392
5.2229,7.2288
3.7496,6.4985
5.7922,7.5284
6.1632,7.0204
6.3359,4.779
7.6854,6.5159
7.3819,5.2324
8.6822,11.5511
7.4809,5.7527
7.4946,8.308
6.971,5.5364
6.3381,9.0048
8.4347,12.9034
6.9679,12.8332
6.4516,7.0913
10.4212,5.4573
12.2394,6.959
6.399,4.7917
10.5088,7.4501
8.859,9.6418
11.684,9.3649
7.7107,5.0979
7.8742,8.8101
6.6667,8.0339
11.7259,4.6731
6.7182,7.9257
8.0292,6.3254
8.4697,6.9289
6.0862,6.0231
11.781,6.713
8.3328,7.203
6.569,6.7697
8.1808,4.7519
6.0588,10.4318
8.8602,7.8765
6.3997,8.2511
8.8106,5.5929
8.0933,4.5615
6.3995,3.6351
6.6089,10.1543
8.4584,7.1834
11.0409,11.2158
8.5307,5.7641
11.0596,7.5351
5.8645,7.2482
9.4049,7.7939
5.9684,6.2011
7.2549,7.6226
5.2365,6.6372
6.9106,6.6602
5.1157,5.0855
11.5567,6.6055
8.1452,7.0756
5.8018,8.0317
10.454,6.7088
8.6398,9.878
4.754,10.0026
9.648,8.7993
7.4116,6.1688
5.405,4.9518
6.5191,5.6764
8.351,6.6031
6.2144,7.9932
7.3414,7.1419
14.1499,5.8104
11.4774,6.3891
13.4748,7.1243
10.5495,5.1207
7.6413,6.1372
7.1131,7.3535
14.979,6.4601
12.9722,6.5261
5.7486,5.9245
6.493,8.7685
11.8362,8.5723
8.7127,8.7962
7.6787,7.0749
8.6795,9.5122
9.5253,6.1398
10.7155,6.7056
10.1146,6.5906
6.0517,7.5079
12.0879,5.8679
5.4457,5.1233
14.8987,9.8063
18.2988,7.077
9.7969,6.9572
5.0624,4.3617
6.8226,4.9202
11.242,5.214
7.9453,7.6423
5.2228,7.5843
6.8192,5.2787
9.9421,8.6235
6.4422,9.5326
17.0436,3.8678
14.6412,5.4289
9.506,3.8975
10.8213,6.1365
7.6953,10.6097
10.4565,7.0046
5.604,9.2376
6.1829,10.5046
7.2102,7.2397
7.2521,7.2408
7.264,10.0276
4.9198,6.2157
6.8986,8.5447
10.0488,10.8406
6.7064,7.9483
8.2584,6.2117
4.4255,4.8781
7.3527,8.3883
10.9167,5.1134
8.7847,5.3763
7.7812,10.3548
11.7796,9.6265
4.3621,5.4937
12.2019,5.9561
5.5353,12.6733
6.1979,5.7117
10.9611,7.6192
10.9687,8.7579
6.4403,5.1956
10.8478,7.4261
7.0159,9.2435
8.3042,5.1978
7.5233,10.5291
7.9801,5.5721
8.1366,5.6594
11.9403,7.7654
7.1311,9.1544
7.5398,5.3224
9.0754,7.5053
8.6185,6.9885
5.9445,8.0583
6.1661,9.1644
6.4122,7.3413
6.3291,5.5739
9.3243,6.1456
9.4405,8.7636
5.2553,8.1993
9.1073,7.5322
7.679,5.2858
6.4706,5.909
7.3163,6.5482
9.5365,7.6719
6.9656,7.9544
8.2866,6.7193
9.8417,9.2991
8.0231,8.0482
7.0952,10.1909
5.7666,7.8669
4.592,10.1731
6.3607,7.9836
6.4525,7.7316
6.433,6.3639
7.3139,6.3816
18.608,6.6275
7.4943,7.6517
4.9413,7.1182
7.1152,7.7218
6.2004,5.0405
8.9571,7.251
5.9722,9.6082
7.1571,7.5696
5.7873,5.4641
8.5988,6.2128
10.7127,8.643
7.7575,5.0532
6.2497,5.8582
6.0821,7.7335
8.1111,6.7304
8.4527,5.3387
9.3742,3.7526
5.9435,7.4939
8.3053,7.2852
9.401,5.284
7.9521,7.2592
8.8832,7.1358
6.7653,4.8738
8.0744,8.0926
5.8412,6.5124
6.2463,5.3706
5.3779,9.2721
6.9617,7.539
6.5911,6.6122
8.5157,5.7924
10.4189,4.9098
7.3829,7.326
8.1398,4.4448
8.4125,6.0247
5.8458,5.0646
6.8235,9.3088
9.0528,8.2747
8.0112,8.6404
7.9016,6.1456
5.7447,13.8834
8.4377,6.8235
7.8622,8.2743
6.382,5.3758
6.3502,4.1038
10.2181,6.431
8.5667,5.1936
10.0519,5.8045
7.1239,7.338
9.0211,8.2395
8.7396,9.2441
10.2048,7.0213
6.3344,4.7161
7.9353,6.3371
7.5257,5.4921
9.5131,9.0614
9.002,5.765
8.0588,6.8523
8.8545,7.1418
5.2917,6.9428
8.9031,3.6934
9.0728,6.1368
5.9306,5.0351
7.8912,6.1736
5.8849,15.2156
5.2388,6.1313
8.562,4.1676
7.8881,8.5
10.8751,6.8545
7.4838,8.4399
5.8409,5.4474
11.0749,5.5779
9.257,5.8133
8.6868,4.8573
6.7632,5.272
8.4222,7.6983
9.6578,4.3433
10.4559,6.2605
6.0806,5.2208
6.5173,6.7536
5.5516,8.5436
9.6522,6.6492
7.3604,7.2025
5.7469,5.2236
7.7228,6.5857
10.2681,6.1193
10.05,6.2897
7.4894,6.7464
9.9105,6.5399
13.7042,5.5418
10.9719,6.4501
5.0006,7.8831
7.8323,13.1079
5.5901,6.4889
7.4762,5.8764
5.987,7.0576
7.0397,7.7033
9.8225,4.8199
10.5346,6.3167
4.9542,4.8654
9.3651,6.5372
11.2264,5.9645
10.4068,6.8883
9.0283,12.9266
7.1384,7.4774
6.5348,7.1987
