FID,TPI,TWI,Pente,CircVarAsp,Zone
"1069",0.1905,7.0718,2.5507,0.040,"1"
"1070",0.0241,6.2957,4.6650,0.026,"1"
"1071",0.1022,7.6484,4.5452,0.064,"1"
"1072",0.0479,7.0676,2.5479,0.044,"1"
"1073",0.2949,5.7459,2.2586,0.042,"1"
"1074",0.0502,7.4754,2.0682,0.036,"1"
"1075",0.0000,5.0095,7.0570,0.036,"1"
"1076",0.1530,6.6422,3.5874,0.314,"1"
"1077",0.0000,8.3147,4.0418,0.013,"1"
"1078",0.0000,6.1414,6.1352,0.417,"1"
"1079",0.0000,7.4968,0.6107,0.148,"1"
"1080",0.0487,5.8067,3.8799,0.073,"1"
"1081",0.0000,6.0067,3.8671,0.147,"1"
"1082",0.0000,7.7187,1.2122,0.542,"1"
"1083",0.1546,6.4425,1.8861,0.060,"1"
"1084",0.0000,9.0985,3.2728,0.010,"1"
"1085",0.0000,7.2785,5.1849,0.013,"1"
"1086",0.2326,6.3432,3.8453,0.031,"1"
"1087",0.0000,9.4781,2.2432,0.066,"1"
"1088",0.1421,5.0739,3.1136,0.215,"1"
"1089",0.0000,7.6170,4.2536,0.018,"1"
"1090",0.2958,5.3656,2.9815,0.170,"1"
"1091",0.0000,4.9520,2.2550,0.180,"1"
"1092",0.2037,9.1782,1.5180,0.055,"1"
"1093",0.0000,6.3078,0.7361,0.785,"1"
"1094",0.2108,5.7534,7.3616,0.119,"1"
"1095",0.0000,6.9756,5.8868,0.342,"1"
"1096",0.9595,5.2134,2.0845,0.552,"1"
"1097",0.2373,8.3149,4.0790,0.037,"1"
"1098",0.2414,5.7460,1.4684,0.316,"1"
"1099",0.1037,4.4701,6.7483,0.010,"1"
"1100",0.0000,8.3399,5.3142,0.045,"1"
"1101",0.0000,7.7536,4.2044,0.026,"1"
"1102",0.0000,4.6478,10.0464,0.104,"1"
"1103",0.0000,7.1904,4.2636,0.055,"1"
"1104",0.0000,14.0336,0.5734,0.506,"1"
"1105",0.0000,8.9810,2.3685,0.003,"1"
"1106",0.0000,10.3733,0.4607,0.313,"1"
"1107",0.2984,6.0526,2.9040,0.719,"1"
"1108",0.3547,6.0454,1.2847,0.676,"1"
"1109",0.0000,6.2528,1.8512,0.367,"1"
"1110",0.0000,10.0020,5.0243,0.040,"1"
"1111",0.3537,5.6553,1.6806,0.507,"1"
"1112",0.0000,8.3131,1.6011,0.048,"1"
"1113",0.0000,7.5254,3.1938,0.047,"1"
"1114",0.0000,8.6068,3.2604,0.019,"1"
"1115",0.0000,8.6657,0.7587,0.716,"1"
"1116",0.0000,7.7653,5.7314,0.064,"1"
"1117",0.0000,5.7311,1.3631,0.410,"1"
"1118",0.0000,8.1141,5.3005,0.103,"1"
"1119",0.2041,5.8575,3.1840,0.020,"1"
"1120",0.0000,9.1280,0.8459,0.855,"1"
"1121",0.0000,11.1888,6.3502,0.068,"1"
"1122",0.0000,8.1988,0.0787,0.286,"1"
"1123",0.0000,4.8856,3.1172,0.059,"1"
"1124",0.1251,6.5292,3.6375,0.057,"1"
"1125",0.0000,5.8285,1.6780,0.057,"1"
"1126",0.3208,6.8186,2.0300,0.556,"1"
"1127",0.0735,9.5230,0.4265,0.023,"1"
"1128",0.0000,9.0098,2.4147,0.302,"1"
"1129",0.0000,7.0247,0.4552,0.756,"1"
"1130",0.1426,6.3752,2.2165,0.165,"1"
"1131",0.0000,6.4908,3.7937,0.143,"1"
"1132",0.0000,8.1853,6.4918,0.329,"1"
"1133",0.0000,5.5470,2.4579,0.395,"1"
"1134",0.1632,6.8611,2.5952,0.140,"1"
"1135",0.0557,5.2891,11.6619,0.095,"1"
"1136",0.0000,10.0992,1.6744,0.080,"1"
"1137",0.0000,6.9483,3.7525,0.182,"1"
"1138",0.0000,6.6158,3.5548,0.155,"1"
"1139",0.3586,4.3844,8.8490,0.190,"1"
"1140",0.0000,9.9280,4.8878,0.499,"1"
"1141",0.1119,6.1702,6.6487,0.310,"1"
"1142",0.0000,5.5173,2.5136,0.631,"1"
"1143",0.0000,9.7993,1.3108,0.068,"1"
"1144",0.1293,7.9919,3.0527,0.266,"1"
"1145",0.3639,7.0359,3.6890,0.086,"1"
"1146",0.0000,5.3978,2.9644,0.172,"1"
"1147",0.9044,6.1902,1.7124,0.463,"1"
"1148",0.0000,5.8082,11.8545,0.309,"1"
"1149",0.0000,7.2326,1.9721,0.294,"1"
"1150",0.2361,6.9895,13.1680,0.255,"1"
"1151",0.0000,9.5666,5.0666,0.053,"1"
"1152",0.0000,10.4267,1.9633,0.502,"1"
"1153",0.1763,4.7184,8.1657,0.341,"1"
"1154",0.0000,6.9201,1.8200,0.045,"1"
"1155",0.0000,4.8260,2.3104,0.131,"1"
"1156",0.0000,8.1974,3.1583,0.218,"1"
"1157",0.0000,7.5269,1.9377,0.066,"1"
"1158",0.0525,6.0703,4.6229,0.524,"1"
"1159",0.0000,5.1473,10.7703,0.373,"1"
"1160",0.0000,6.2238,1.6254,0.044,"1"
"1161",0.0000,5.1460,7.5690,0.286,"1"
"1162",0.0000,6.4028,3.2412,0.069,"1"
"1163",0.0000,8.4447,1.8828,0.417,"1"
"1164",0.0000,8.3010,9.7251,0.090,"1"
"1165",0.0000,4.5013,3.1754,0.581,"1"
"1166",0.0000,7.4370,8.2943,0.053,"1"
"1167",0.0000,4.3714,14.2096,0.445,"1"
"1168",0.0000,6.5572,10.4127,0.440,"1"
"1169",0.0000,4.2106,10.2737,0.127,"1"
"1170",0.0000,6.4900,3.9122,0.217,"1"
"1171",0.0000,7.9849,7.1567,0.443,"1"
"1172",0.0000,8.6432,2.0842,0.105,"1"
"1173",0.0869,6.3515,9.4476,0.338,"1"
"1174",0.0678,6.2845,0.6015,0.231,"1"
"1175",0.2908,4.9778,11.0142,0.273,"1"
"1176",0.1137,6.1241,7.9205,0.171,"1"
"1177",0.0000,5.8651,4.6447,0.028,"1"
"1178",0.0000,8.5130,5.6227,0.043,"1"
"1179",0.0000,10.1479,0.4204,0.182,"1"
"1180",0.1772,5.9901,7.3130,0.154,"1"
"1181",0.0000,7.1391,3.6477,0.029,"1"
"1182",0.0049,7.7430,3.6698,0.039,"1"
"1183",0.0000,4.8234,8.8876,0.044,"1"
"1184",0.0000,6.8604,11.6541,0.296,"1"
"1185",0.5781,3.9303,16.5443,0.369,"1"
"1186",0.0000,5.3347,4.6911,0.290,"1"
"1187",0.0000,10.1710,1.6435,0.357,"1"
"1188",0.3384,4.1472,5.0774,0.175,"1"
"1189",0.0016,7.2338,3.7355,0.010,"1"
"1190",0.0000,6.8056,0.3632,0.267,"1"
"1191",0.0000,5.8327,7.1783,0.032,"1"
"1192",0.0331,7.3225,3.6998,0.171,"1"
"1193",0.0000,6.9419,7.5976,0.031,"1"
"1194",0.0000,10.8113,3.9053,0.013,"1"
"1195",0.0000,5.3025,7.4123,0.112,"1"
"1196",0.0000,6.4822,1.5901,0.898,"1"
"1197",0.1503,6.9080,4.3319,0.052,"1"
"1198",0.6686,3.8401,7.1922,0.438,"1"
"1199",0.0000,8.3710,6.0211,0.027,"1"
"1200",0.0000,11.2775,1.1603,0.277,"1"
"1201",0.0338,7.8505,5.0376,0.028,"1"
"1202",0.0000,10.9984,1.8205,0.857,"1"
"1203",0.0000,6.2341,1.8907,0.029,"1"
"1204",0.1268,7.3210,4.4009,0.239,"1"
"1205",0.0000,6.0380,3.2526,0.277,"1"
"1206",0.0151,5.5351,3.7292,0.024,"1"
"1207",0.0157,6.0530,5.0429,0.246,"1"
"1208",0.0000,5.3394,1.4095,0.363,"1"
"1209",0.0000,8.5404,5.9128,0.044,"1"
"1210",0.0000,10.0610,1.0234,0.354,"1"
"1211",0.0000,5.9067,1.1063,0.709,"1"
"1212",0.0000,9.4663,5.5176,0.055,"1"
"1213",0.0000,5.9661,6.3587,0.429,"1"
"1214",0.0000,9.3204,4.0098,0.048,"1"
"1215",0.0200,5.3737,3.3294,0.048,"1"
"1216",0.0000,7.2848,3.2362,0.273,"1"
"1217",0.0000,7.4660,1.1937,0.118,"1"
"1218",0.0000,9.4863,1.4764,0.160,"1"
"1219",0.0000,7.3135,5.1381,0.036,"1"
"1220",0.0407,7.7169,3.9924,0.049,"1"
"1221",0.0000,7.7685,6.0595,0.330,"1"
"1222",0.0000,6.9054,6.3789,0.127,"1"
"1223",0.0477,7.3271,6.4574,0.381,"1"
"1224",0.0525,7.1352,4.5650,0.043,"1"
"1225",0.0458,7.7980,5.6529,0.481,"1"
"1226",0.0733,5.9761,6.9718,0.018,"1"
"1227",0.0000,7.0842,5.8891,0.169,"1"
"1228",0.0000,5.8569,4.5713,0.188,"1"
"1229",0.0000,9.6009,0.9976,0.561,"1"
"1230",0.0000,5.1176,13.8680,0.107,"1"
"1231",0.0095,5.6999,8.3116,0.032,"1"
"1232",0.1092,5.4823,9.6368,0.548,"1"
"1233",0.0000,6.9505,9.0103,0.211,"1"
"1234",0.0000,7.0987,6.7096,0.054,"1"
"1235",0.0000,5.3059,5.0325,0.321,"1"
"1236",0.0032,6.2736,1.7443,0.379,"1"
"1237",0.3627,6.5990,1.5727,0.257,"1"
"1238",0.4900,8.8225,3.4345,0.083,"1"
"1239",0.0000,12.8732,4.7109,0.646,"1"
"1240",0.4714,6.7854,1.7034,0.893,"1"
"1241",0.0000,6.2326,11.6380,0.656,"1"
"1242",0.0785,7.1092,2.9199,0.652,"1"
"1243",0.4292,5.5379,7.0304,0.275,"1"
"1244",0.0000,4.4167,17.3132,0.164,"1"
"1245",0.0000,7.6108,7.1070,0.538,"1"
"1246",0.0000,8.4229,4.2647,0.151,"1"
"1247",0.0000,8.1746,2.8177,0.545,"1"
"1248",0.4471,5.4046,3.1744,0.531,"1"
"1249",0.5083,5.6949,4.7892,0.491,"1"
"1250",0.0000,12.1831,0.5703,0.222,"1"
"1251",0.0000,8.6115,4.0250,0.205,"1"
"1252",0.2582,4.8618,9.8743,0.091,"1"
"1253",0.0802,7.4647,0.6283,0.069,"1"
"1254",0.0237,5.2295,11.1652,0.040,"1"
"1255",0.0760,5.2796,3.3173,0.051,"1"
"1256",0.0000,9.1525,2.7443,0.032,"1"
"1257",0.0000,8.5802,5.2172,0.562,"1"
"1258",0.0000,14.6108,1.3945,0.777,"1"
"1259",0.0000,6.2986,8.0374,0.481,"1"
"1260",0.0000,8.6190,0.7909,0.166,"1"
"1261",0.0661,5.0365,14.6391,0.431,"1"
"1262",0.0000,7.7202,6.1756,0.012,"1"
"1263",0.0224,7.8181,4.2034,0.022,"1"
"1264",0.0000,11.7567,1.1800,0.169,"1"
"1265",0.0000,7.7202,1.8317,0.605,"1"
"1266",0.0000,9.4637,2.8295,0.088,"1"
"1267",0.0000,8.7579,9.6493,0.536,"1"
"1268",0.0000,4.8225,4.3414,0.295,"1"
"1269",0.0672,6.7555,1.0863,0.262,"1"
"1270",0.2495,6.2337,13.1821,0.010,"1"
"1271",0.1228,8.2518,5.8250,0.009,"1"
"1272",0.0000,7.9758,2.6813,0.663,"1"
"1273",0.0488,6.2609,3.2887,0.586,"1"
"1274",0.1044,3.9144,31.6782,0.303,"1"
"1275",0.0000,7.4819,9.8754,0.515,"1"
"1276",0.1156,4.5603,3.9018,0.057,"1"
"1277",0.3707,6.0327,1.9217,0.731,"1"
"1278",0.0000,6.7224,9.0029,0.369,"1"
"1279",0.2090,8.6352,2.4691,0.540,"1"
"1280",0.0000,5.1858,3.2912,0.014,"1"
"1281",0.0000,4.3299,9.9996,0.373,"1"
"1282",0.0000,5.2881,7.9304,0.054,"1"
"1283",0.0000,8.7534,12.7411,0.006,"1"
"1284",0.1071,6.3916,5.9026,0.332,"1"
"1285",0.0000,7.3558,1.0975,0.071,"1"
"1286",0.0291,7.1722,20.9322,0.014,"1"
"1287",0.2935,5.4264,5.0564,0.214,"1"
"1288",0.0841,7.6637,6.5347,0.003,"1"
"1289",0.0000,7.6396,10.4102,0.037,"1"
"1290",0.0163,5.4795,1.2401,0.021,"1"
"1291",0.0000,5.3182,1.5029,0.882,"1"
"1292",0.0000,8.3690,3.7190,0.517,"1"
"1293",0.5863,5.8242,4.7118,0.398,"1"
"1294",0.6508,3.5733,17.8745,0.796,"1"
"1295",0.0000,7.4390,11.2412,0.023,"1"
"1296",0.0000,7.4451,9.6389,0.367,"1"
"1297",0.0000,6.7381,0.4098,0.592,"1"
"1298",0.0614,7.1838,2.9041,0.218,"1"
"1299",0.0000,9.4284,2.0388,0.020,"1"
"1300",0.1081,4.8412,12.0355,0.332,"1"
"1301",0.0000,7.4307,7.3310,0.010,"1"
"1302",0.0000,7.2446,7.8000,0.318,"1"
"1303",0.0405,7.9985,7.0395,0.006,"1"
"1304",0.0000,8.4798,1.6753,0.164,"1"
"1305",0.1969,5.8369,11.8506,0.070,"1"
"1306",0.2748,5.2833,9.9540,0.392,"1"
"1307",0.2291,6.1527,9.3294,0.016,"1"
"1308",0.0000,8.1962,6.4863,0.004,"1"
"1309",0.0000,7.5661,11.1433,0.004,"1"
"1310",0.0000,3.6135,10.3297,0.653,"1"
"1311",0.2712,4.0565,11.8756,0.213,"1"
"1312",0.0000,6.6815,10.2502,0.016,"1"
"1313",0.0000,6.7799,5.0300,0.029,"1"
"1314",0.0512,6.6044,5.1843,0.057,"1"
"1315",0.0000,7.4838,12.2514,0.002,"1"
"1316",0.0000,6.4948,4.3572,0.396,"1"
"1317",0.0000,9.5381,4.9335,0.016,"1"
"1318",0.0000,7.5198,7.4476,0.292,"1"
"1319",0.0541,8.3423,12.6252,0.021,"1"
"1320",0.0000,6.0765,5.3134,0.416,"1"
"1321",0.0000,6.5987,4.8612,0.049,"1"
"1322",0.0000,10.2357,14.4560,0.015,"1"
"1323",0.0000,6.8831,7.9694,0.091,"1"
"1324",0.0000,6.4133,0.9936,0.178,"1"
"1325",0.0987,6.8266,7.2858,0.051,"1"
"1326",0.0000,7.1680,8.1062,0.006,"1"
"1327",0.0000,9.3052,7.2403,0.003,"1"
"1328",0.0307,6.5120,6.9028,0.062,"1"
"1329",0.0000,4.5053,7.9699,0.678,"1"
"1330",0.8150,6.0395,0.6826,0.249,"1"
"1331",0.0028,4.6672,4.2825,0.528,"1"
"1332",0.1211,7.1326,11.4339,0.013,"1"
"1333",0.3648,4.8954,7.0427,0.245,"1"
"1334",0.0000,7.2657,6.1784,0.523,"1"
"1335",0.2605,3.5345,9.4246,0.022,"1"
"1336",0.0000,7.7063,6.7830,0.043,"1"
"1337",0.0000,8.6916,14.2513,0.242,"1"
"1338",0.0000,5.2342,2.4206,0.362,"1"
"1339",0.0000,8.0195,6.7748,0.010,"1"
"1340",0.0382,5.3656,14.6435,0.313,"1"
"1341",0.0000,6.8216,10.3917,0.009,"1"
"1342",0.0000,6.1894,13.3526,0.276,"1"
"1343",0.1195,7.2863,4.2963,0.074,"1"
"1344",0.0000,6.5513,2.8523,0.097,"1"
"1345",0.0000,8.8733,7.4015,0.007,"1"
"1346",0.0000,6.6015,14.4477,0.230,"1"
"1347",0.0000,7.3555,8.1721,0.808,"1"
"1348",0.0000,8.8082,2.7404,0.408,"1"
"1349",0.0000,7.9558,8.7170,0.017,"1"
"1350",0.0000,7.3875,2.4115,0.223,"1"
"1351",0.0000,9.6339,8.4894,0.007,"1"
"1352",0.0488,6.0131,11.6624,0.021,"1"
"1353",0.0000,7.8019,2.2133,0.241,"1"
"1354",0.0000,10.4481,2.1179,0.253,"1"
"1355",0.0000,11.1210,0.7696,0.374,"1"
"1356",0.0000,7.2701,4.5194,0.124,"1"
"1357",0.1291,6.1952,10.1067,0.048,"1"
"1358",0.0000,4.9125,21.9118,0.592,"1"
"1359",0.0000,9.6006,11.0199,0.002,"1"
"1360",0.0000,8.6838,10.1586,0.006,"1"
"1361",0.0401,8.9907,4.6472,0.113,"1"
"1362",0.0889,6.8200,7.3907,0.052,"1"
"1363",0.0000,8.6180,4.3344,0.332,"1"
"1364",0.0000,8.7613,7.2621,0.021,"1"
"1365",0.0000,14.7958,0.2702,0.320,"1"
"1366",0.0000,8.9079,1.2429,0.052,"1"
"1367",0.0000,11.2151,6.5556,0.441,"1"
"1368",0.0000,5.5517,2.4521,0.444,"1"
"1369",0.0247,7.1286,9.5539,0.036,"1"
"1370",0.0000,5.5147,6.6434,0.170,"1"
"1371",0.0000,7.0406,2.7731,0.298,"1"
"1372",0.0000,6.0324,1.6359,0.547,"1"
"1373",0.0000,6.7897,6.4594,0.368,"1"
"1374",0.0000,9.5413,3.9178,0.302,"1"
"1375",0.1933,4.9316,10.9347,0.021,"1"
"1376",0.0000,7.4738,1.5551,0.376,"1"
"1377",0.0493,5.4797,15.4840,0.098,"1"
"1378",0.0149,8.1062,8.9691,0.006,"1"
"1379",0.2586,7.1782,2.6505,0.116,"1"
"1380",0.0000,7.4775,7.1472,0.406,"1"
"1381",0.0000,8.8787,9.9190,0.002,"1"
"1382",0.0000,9.0547,8.2074,0.066,"1"
"1383",0.0000,5.9152,2.4881,0.684,"1"
"1384",0.0598,7.2735,7.3080,0.017,"1"
"1385",0.0000,6.3183,4.5949,0.341,"1"
"1386",0.0000,8.2279,9.5632,0.177,"1"
"1387",0.1201,6.3196,18.0684,0.123,"1"
"1388",0.0000,11.4114,1.7693,0.132,"1"
"1389",0.1091,6.3054,11.4886,0.024,"1"
"1390",0.0000,7.3004,1.3172,0.765,"1"
"1391",0.0060,8.8218,5.7779,0.004,"1"
"1392",0.2393,6.0314,5.1332,0.140,"1"
"1393",0.0000,8.8440,5.7876,0.492,"1"
"1394",0.0000,6.3907,13.4238,0.028,"1"
"1395",0.0000,3.5102,22.6448,0.112,"1"
"1396",0.0000,6.7842,11.3157,0.038,"1"
"1397",0.0000,5.4022,3.1004,0.788,"1"
"1398",0.0000,10.4706,5.3865,0.067,"1"
"1399",0.0023,9.1269,5.4125,0.004,"1"
"1400",0.0000,5.9737,6.4414,0.068,"1"
"1401",0.0091,9.1556,6.0174,0.002,"1"
"1402",0.0126,9.5499,5.3459,0.006,"1"
"1403",0.0000,8.6827,5.1076,0.037,"1"
"1404",0.0000,7.5505,2.5061,0.082,"1"
"1405",0.0000,7.4607,5.0837,0.634,"1"
"1406",0.0981,8.0452,8.8591,0.002,"1"
"1407",0.0654,8.8264,6.3030,0.006,"1"
"1408",0.0000,4.7844,11.6371,0.199,"1"
"1409",0.0000,5.9271,1.3697,0.074,"1"
"1410",0.0000,6.1243,7.2343,0.491,"1"
"1411",0.0601,8.5503,7.4627,0.003,"1"
"1412",0.0000,8.6271,6.5836,0.039,"1"
"1413",0.0139,7.6487,5.3487,0.051,"1"
"1414",0.4193,3.8141,8.2472,0.104,"1"
"1415",0.0000,5.3440,7.6401,0.175,"1"
"1416",0.0000,7.7986,4.6444,0.294,"1"
"1417",0.0000,10.0636,6.2820,0.215,"1"
"1418",0.0763,9.9517,5.0944,0.009,"1"
"1419",0.0000,8.6940,5.3500,0.606,"1"
"1420",0.0000,8.5015,5.2987,0.035,"1"
"1421",0.0000,8.5879,5.4283,0.034,"1"
"1422",0.2941,5.3260,9.3983,0.295,"1"
"1423",0.0913,7.2573,9.4467,0.010,"1"
"1424",0.0000,8.3883,3.0809,0.148,"1"
"1425",0.0000,8.0900,4.5023,0.447,"1"
"1426",0.0000,8.1036,11.9172,0.011,"1"
"1427",0.0000,8.7617,7.2501,0.020,"1"
"1428",0.1916,5.4801,7.9117,0.032,"1"
"1429",0.3252,7.4092,2.2477,0.252,"1"
"1430",0.0000,8.3352,4.5814,0.493,"1"
"1431",0.0000,5.5044,14.2202,0.452,"1"
"1432",0.0000,15.1551,1.9620,0.616,"1"
"1433",0.0415,8.7011,7.5867,0.006,"1"
"1434",0.0000,6.5642,9.2651,0.090,"1"
"1435",0.0000,7.6846,3.3580,0.033,"1"
"1436",0.0000,5.8084,9.1257,0.763,"1"
"1437",0.0249,5.4650,1.3512,0.420,"1"
"1438",0.0000,8.1428,2.5941,0.041,"1"
"1439",0.0107,8.1069,6.8838,0.003,"1"
"1440",0.0000,9.0241,4.3888,0.407,"1"
"1441",0.0368,6.4156,9.4610,0.015,"1"
"1442",0.1343,8.1739,2.9461,0.132,"1"
"1443",0.0738,9.6340,8.7350,0.004,"1"
"1444",0.0000,8.4172,2.3056,0.025,"1"
"1445",0.0000,8.1545,21.1282,0.038,"1"
"1446",0.3901,8.4183,1.9724,0.289,"1"
"1447",0.0000,7.7961,5.9286,0.008,"1"
"1448",0.0222,7.7855,4.7220,0.006,"1"
"1449",0.0000,7.7824,6.0146,0.101,"1"
"1450",0.0000,7.6915,10.6420,0.015,"1"
"1451",0.0000,8.1336,2.5709,0.174,"1"
"1452",0.0000,5.1419,10.5462,0.355,"1"
"1453",0.4656,4.3658,8.9220,0.117,"1"
"1454",0.1498,5.1757,2.7203,0.047,"1"
"1455",0.0000,6.7856,4.8347,0.212,"1"
"1456",0.0000,5.5036,12.7231,0.035,"1"
"1457",0.0000,8.0964,2.5114,0.239,"1"
"1458",0.0000,5.3795,4.6350,0.076,"1"
"1459",0.0263,7.9514,8.0014,0.010,"1"
"1460",0.1127,4.2631,9.3693,0.218,"1"
"1461",0.0704,5.9434,1.1066,0.212,"1"
"1462",0.0000,9.7932,7.6278,0.020,"1"
"1463",0.0000,9.8282,1.1497,0.205,"1"
"1464",0.0000,4.8364,5.0209,0.086,"1"
"1465",0.0000,8.5177,1.6943,0.078,"1"
"1466",0.0569,6.9258,2.9004,0.041,"1"
"1467",0.0000,9.0571,0.8842,0.304,"1"
"1468",0.0000,8.8172,7.1455,0.019,"1"
"1469",0.0000,9.6331,7.5639,0.008,"1"
"1470",0.0000,8.8787,5.3033,0.011,"1"
"1471",0.0000,17.3714,3.1055,0.091,"1"
"1472",0.0000,8.2559,10.6181,0.012,"1"
"1473",0.0000,7.9032,1.2169,0.070,"1"
"1474",0.0433,7.7880,1.6207,0.057,"1"
"1475",0.0000,8.9946,2.2550,0.286,"1"
"1476",0.3252,4.9177,7.0745,0.033,"1"
"1477",0.0097,9.6765,6.1182,0.025,"1"
"1478",0.0000,9.3531,9.9096,0.027,"1"
"1479",0.0422,4.5789,3.2884,0.102,"1"
"1480",0.0000,9.0343,4.9217,0.006,"1"
"1481",0.0378,9.2281,3.6210,0.029,"1"
"1482",0.0000,7.2232,6.8226,0.249,"1"
"1483",0.0000,4.7852,13.0462,0.057,"1"
"1484",0.0309,7.0346,1.2877,0.314,"1"
"1485",0.0000,8.8688,9.3299,0.012,"1"
"1486",0.0000,7.0252,8.1395,0.056,"1"
"1487",0.0000,5.6926,4.3542,0.551,"1"
"1488",0.0000,9.7122,1.5800,0.343,"1"
"1489",0.0000,3.6384,19.8013,0.330,"1"
"1490",0.2733,5.7486,2.6598,0.175,"1"
"1491",0.0000,10.4709,6.6830,0.273,"1"
"1492",0.2960,4.5067,6.8910,0.098,"1"
"1493",0.0000,9.8477,1.5168,0.125,"1"
"1494",0.7480,4.1373,10.5020,0.370,"1"
"1495",0.2641,5.5449,5.6973,0.041,"1"
"1496",0.0000,6.8178,2.0539,0.051,"1"
"1497",0.2050,5.1999,7.6860,0.029,"1"
"1498",0.0000,11.4080,1.0624,0.192,"1"
"1499",0.0000,7.3152,0.9437,0.637,"1"
"1500",0.0000,5.9607,8.2791,0.345,"1"
"1501",0.0000,7.3594,7.4318,0.007,"1"
"1502",0.0989,6.1002,8.3822,0.021,"1"
"1503",0.0000,5.6862,10.2905,0.014,"1"
"1504",0.1561,5.1711,5.8877,0.219,"1"
"1505",0.3952,5.6748,4.2514,0.492,"1"
"1506",0.0000,12.4355,3.0977,0.300,"1"
"1507",0.4700,4.4471,3.7883,0.268,"1"
"1508",0.0000,9.2597,9.7201,0.006,"1"
"1509",0.0000,8.5092,6.6194,0.006,"1"
"1510",0.0000,4.5548,3.7220,0.275,"1"
"1511",0.0000,6.4025,10.9849,0.007,"1"
"1512",0.0000,6.2135,4.3602,0.128,"1"
"1513",0.0743,6.0619,12.4823,0.482,"1"
"1514",0.2641,5.0662,2.7803,0.094,"1"
"1515",0.2872,7.4603,1.7517,0.520,"1"
"1516",0.1621,5.7924,0.9326,0.052,"1"
"1517",0.0000,8.2374,5.6083,0.003,"1"
"1518",0.6749,5.1710,1.6392,0.402,"1"
"1519",0.0000,8.6018,3.2422,0.006,"1"
"1520",0.4113,6.0383,5.4372,0.623,"1"
"1521",0.0726,7.1193,2.4764,0.264,"1"
"1522",0.0887,5.8459,3.8312,0.129,"1"
"1523",0.0000,10.4671,4.3975,0.008,"1"
"1524",0.0000,9.9721,0.6606,0.457,"1"
"1525",0.2970,5.3735,3.7647,0.081,"1"
"1526",0.0000,5.7452,3.0770,0.039,"1"
"1527",0.0000,5.4663,9.3185,0.147,"1"
"1528",0.0000,8.1024,5.4305,0.005,"1"
"1529",0.2014,7.2855,2.3808,0.042,"1"
"1530",0.0000,6.0766,2.7261,0.063,"1"
"1531",0.0263,6.0873,12.6396,0.023,"1"
"1532",0.0212,4.9164,16.4967,0.020,"1"
"1533",0.0000,4.9426,2.2850,0.025,"1"
"1534",0.0573,4.1688,13.0769,0.305,"1"
"1535",0.0000,5.9257,13.2463,0.019,"1"
"1536",0.0000,6.8684,3.3979,0.038,"1"
"1537",0.0000,6.6075,6.8333,0.013,"1"
"1538",0.0000,5.2994,11.0052,0.177,"1"
"1539",0.0723,5.3671,6.2150,0.042,"1"
"1540",0.0000,4.8165,2.9357,0.017,"1"
"1541",0.0000,6.7273,11.1653,0.005,"1"
"1542",0.0000,7.7386,4.5422,0.006,"1"
"1543",0.0000,4.1073,8.5166,0.296,"1"
"1544",0.0000,9.9728,7.9290,0.023,"1"
"1545",0.0000,4.7944,6.2114,0.038,"1"
"1546",0.0442,5.4530,9.2413,0.010,"1"
"1547",0.1991,4.4866,5.4896,0.255,"1"
"1548",0.0000,11.6824,2.1875,0.151,"1"
"1549",0.0000,12.0980,0.7608,0.075,"1"
"1550",0.0000,11.6651,0.0441,0.052,"1"
"1551",0.2400,7.2160,1.2934,0.189,"1"
"1552",0.0000,6.4400,14.5872,0.054,"1"
"1553",0.0455,7.4519,1.1972,0.053,"1"
"1554",0.1228,5.2716,1.5210,0.062,"1"
"1555",0.0000,9.3092,0.2874,0.043,"1"
"1556",0.1871,5.1950,2.0577,0.058,"1"
"1557",0.0000,10.7917,1.2347,0.203,"1"
"1558",0.0015,4.3757,17.3929,0.043,"1"
"1559",0.0000,14.5298,0.1590,0.135,"1"
"1560",0.0000,9.1895,4.7886,0.440,"1"
"1561",0.0000,12.5164,3.3386,0.007,"1"
"1562",0.0000,6.2538,16.9238,0.009,"1"
"1563",0.3142,6.8024,0.4811,0.192,"1"
"1564",0.0000,8.2137,7.0220,0.009,"1"
"1565",0.0000,5.0188,4.6604,0.141,"1"
"1566",0.0000,7.3080,7.2750,0.047,"1"
"1567",0.0000,6.6292,1.1056,0.344,"1"
"1568",0.0000,6.3023,2.3297,0.629,"1"
"1569",0.0533,5.7163,2.8408,0.561,"1"
"1570",0.0000,5.1600,8.8663,0.596,"1"
"1571",0.0288,4.5244,8.1859,0.855,"1"
"1572",0.0874,5.9140,1.7080,0.645,"1"
"1573",0.0258,8.6707,0.8983,0.445,"1"
"1574",0.1332,4.8806,3.3848,0.612,"1"
"1575",0.0000,6.2932,7.2715,0.602,"1"
"1576",0.0403,6.3876,1.8502,0.520,"1"
"1577",0.0251,8.7008,0.2212,0.737,"1"
"1578",0.0000,8.5876,2.4779,0.034,"1"
"1579",0.0000,9.8200,2.4947,0.009,"1"
"1580",0.5344,7.1867,0.4934,0.850,"1"
"1581",0.0244,8.2557,1.6032,0.129,"1"
"1582",0.0263,4.7828,6.3742,0.135,"1"
"1583",0.0000,3.7737,13.3902,0.677,"1"
"1584",0.0000,7.1049,7.0700,0.015,"1"
"1585",0.2873,5.6981,5.5036,0.043,"1"
